	Tweets_Ago	Compound	Negative	Neutral	Positive	Target	Word
61	61	0.8126	0.0	0.625	0.375	@CBS	"RT @MadamSecretary: ""Well played, Super Dad."" ? Henry attempts a family bonding activity in this #MadamSecretary sneak peek. https://t.co/V…"
62	62	0.7263	0.0	0.757	0.243	@CBS	RT @SuperiorDonuts: A signed script by the #SuperiorDonuts cast could be yours! Tweet us w/ #SDScriptSweeps for a chance to win. Rules: htt…
63	63	0.4215	0.0	0.859	0.141	@CBS	RT @2BrokeGirls: Max and Han kiss in the latest episode of #2BrokeGirls... Watch it again now: https://t.co/ar8E1WQWnE https://t.co/NIUnjL7…
64	64	0.3802	0.0	0.88	0.12	@CBS	RT @2BrokeGirls: Hey everybody! @JENCOOLIDGE &amp; @JonathanKite will be answering fan questions LIVE this Monday ? Tweet yours using the hasht…
65	65	0.4278	0.104	0.706	0.19	@CBS	Missed episodes from this season of #H50? Try #CBSAllAccess FREE and stream new episodes all season:… https://t.co/9CBkcyG8ux
66	66	0.0	0.0	1.0	0.0	@CBS	What did you think of last night's #NCISNOLA? Catch up now: https://t.co/iYTD52GjOd https://t.co/Y5FsjZ4kFk
67	67	0.9504	0.0	0.41	0.59	@CBS	RT @thetinafabulous: OMG! #theGoodFight is AMAZING!! Thanks @CBS @thegoodfight for giving us another GREAT show!!
68	68	0.4215	0.0	0.843	0.157	@CBS	RT @DoubtCBS: #Doubt stars @KatieHeigl &amp; @StevePasquale talk about that complicated kiss between their characters: https://t.co/qEze5S6dq4…
69	69	-0.296	0.196	0.804	0.0	@CBS	Stream the entire #GRAMMYs if you missed it: https://t.co/fUNvWOvQKz https://t.co/jjxOeonub4
70	70	0.7783	0.0	0.638	0.362	@CBS	"? @Adele wins #SongOfTheYear for ""Hello"" Check out 2nite's #GRAMMYs winners at CBS https://t.co/t67dXkqIPQ ? https://t.co/LQXMHpBeiv"
71	71	0.5106	0.0	0.645	0.355	@CBS	RT @CBSThisMorning: Flawless. @Beyonce at #GRAMMYs https://t.co/t5XLALv2jo
72	72	0.6514	0.0	0.836	0.164	@CBS	Tonight's the night! The #GRAMMYs are at 8pm ET/5pm PT. Watch the show on CBS All Access for FREE w/ a 1 week trial… https://t.co/KRgyktBiYH
73	73	0.6124	0.0	0.75	0.25	@CBS	These award-worthy female anthems are sure to inject you with a hefty boost of girl power: https://t.co/vvuWXgBpYD… https://t.co/RuGSc4Hy9Z
74	74	0.6369	0.0	0.792	0.208	@CBS	Meet the rising stars who went from humble beginnings to a #GRAMMYs nomination for Best New Artist:… https://t.co/lIMNsfPfgD
75	75	0.0	0.0	1.0	0.0	@CBS	Were Mac and Jack able to track down a corrupt FBI Agent on last night's #MacGyver? Catch up now:… https://t.co/nqIlrqFFWp
76	76	0.296	0.0	0.872	0.128	@CBS	More #GRAMMYs performers announced: @littlebigtown, @chancetherapper and more. Find out who else will join them:… https://t.co/68TQqSXiWI
77	77	0.8834	0.0	0.576	0.424	@CBS	"Join #NCISLA's @danielaruah and @7BOOMERESIASON for ""Super Bowl Greatest Commercials,"" tonight at 9/8c on CBS. #SBGC https://t.co/RiKSkDZSku"
78	78	0.0	0.0	1.0	0.0	@CBS	RT @TrainingDayCBS: 1 WEEK to the series premiere of #TrainingDay on Thursday, February 2nd at 10/9c! ? https://t.co/AwKivT2p9l
79	79	0.0	0.0	1.0	0.0	@CBS	How did Jamie handle meeting Eddie's new boyfriend? Watch the latest #BlueBloods to find out:… https://t.co/Gu7kDygMD3
80	80	0.4588	0.0	0.786	0.214	@CBS	Check out our favorite looks from the #PCAs Red Carpet https://t.co/OkwQGQav0C https://t.co/AB9R0EuAGZ
81	81	0.5093	0.0	0.785	0.215	@CBS	Watch #TheGreatIndoors’ star @joelmchale host @peopleschoice Awards! Stream it LIVE w/ #CBSAllAccess… https://t.co/Pwjl9EyKYd
82	82	0.7845	0.0	0.67	0.33	@CBS	The three-time GRAMMY Award winning @zacbrownband went from Nashville outlaws to music's most heralded acts:… https://t.co/ImltDvdyIc
83	83	0.0	0.0	1.0	0.0	@CBS	RT @SuperiorDonuts: The #SuperiorDonuts panel at #TCA17 is about to begin! Follow us for live updates with the cast &amp; executive producers!…
84	84	-0.128	0.163	0.698	0.14	@CBS	Max and Caroline had some bad luck on last night's #2BrokeGirls. Watch the latest episode now:… https://t.co/srGYVJpdnx
85	85	0.9036	0.0	0.451	0.549	@CBS	RT @KimberlySReed: Powerful, powerful performances! Phenomenal talent &amp; musical creativity! Extraordinary!!!!! @KCHonors @CBS #KCHonors
86	86	0.8588	0.0	0.596	0.404	@CBS	RT @sklarbar: Favorite tv show of the year, every year - The Kennedy Center Honors. Thanks, @CBS! #KCHonors
87	87	0.6808	0.0	0.763	0.237	@CBS	#Christmas is about to get even better. Tune in NOW to watch the #ILoveLucy Christmas Special LIVE w/ #CBSAllAccess… https://t.co/LbbNISZkEg
88	88	0.5267	0.0	0.812	0.188	@CBS	The way in which she blended purpose &amp;policy w/ fun, so that she was able to reach beyond Washington…was masterful… https://t.co/PRqxTdE84P
89	89	-0.5574	0.194	0.806	0.0	@CBS	Take your first sneak peek at @TheGoodFight. Things will get nasty starting Feb. 19th. https://t.co/E5Y2pwb2F4… https://t.co/0g0A3wlGop
90	90	0.8588	0.0	0.642	0.358	@CBS	Give yourself the gift of streaming by signing up for #CBSAllAccess! Try 1 week free, and watch your favorite shows… https://t.co/QUgSymjRcy
91	91	0.4588	0.0	0.75	0.25	@CBS	What were your favorite looks from this year’s #VSFashionShow? https://t.co/Q9CTGmAhAj
92	92	0.636	0.0	0.77	0.23	@CBS	RT @SaraSampaio: Can't get over of how magnificent this venue is! #grandpalais #vsfashionshow  ? @jerome_duran https://t.co/U4qZ07zFNK
93	93	0.3612	0.0	0.894	0.106	@CBS	RT @IamMariaBorges: Devon (@devwindsor) and I are ready to watch the sexiest program tonight (Dec. 5th) on @cbs television at 10/9 c. #vsfs…
94	94	0.508	0.0	0.785	0.215	@CBS	Hey West Coast, it's your turn! The #ILoveLucy Christmas special starts NOW! https://t.co/j9YYRD8ydC
95	95	0.8807	0.0	0.625	0.375	@CBS	Looks like Robbie made some new pals, but can they save his reindeer friends? #RobbieTheReindeer: Legend of the Los… https://t.co/Dc2e0RZh1v
96	96	0.5106	0.073	0.733	0.194	@CBS	RT @bigbangtheory: Bert's success is hard for Sheldon to stomach in the latest #BigBangTheory: https://t.co/BFoakgOiCQ https://t.co/ti1nt4v…
97	97	-0.2263	0.176	0.687	0.137	@CBS	Was Team Scorpion able to save Walter's hometown from disaster? Catch up on the latest episode now:… https://t.co/pggqDPSiNI
98	98	-0.1027	0.091	0.909	0.0	@CBS	Tonight's @TheOddCoupleCBS will pay tribute to the late television and film legend, Garry Marshall:… https://t.co/hYynLI3LJ7
99	99	0.0	0.0	1.0	0.0	@CBS	RT @thegoodfight: Production begins in NYC on #TheGoodFight, the new edition of #TheGoodWife premiering Feb 2017 on #CBSAllAccess. https://…
0	0	-0.7096	0.349	0.651	0.0	@CNN	Actor Jerry Van Dyke, brother of Dick, dies at age 86 https://t.co/E0FabaOazB https://t.co/xbrFGdWlQd
1	1	-0.7783	0.312	0.688	0.0	@CNN	Book fury hits Trump where it hurts most -- his image | Analysis by Stephen Collinson https://t.co/tV7i8rZG55 https://t.co/WdoeFpsgLn
2	2	-0.4927	0.144	0.856	0.0	@CNN	"President Trump says countries that are ""very harsh"" on drugs have ""much less difficulty,"" adding, “I think we’re g… https://t.co/ZPHc5YoeUW"
3	3	0.0	0.0	1.0	0.0	@CNN	These are 6 tech trends to watch at this year's International Consumer Electronics Show https://t.co/L1ikeGeajG https://t.co/kdax92hIKU
4	4	0.4391	0.0	0.888	0.112	@CNN	Rep. Paul Ryan: “We have a very bold agenda for 2018. We think this agenda is one that will appeal to everyone in b… https://t.co/jgw3Rb5DH3
5	5	0.4588	0.0	0.769	0.231	@CNN	Why billions of dollars in lottery prizes go unclaimed https://t.co/rUoU3qZAJ6 https://t.co/3zw2tNYnG1
6	6	0.5267	0.079	0.714	0.207	@CNN	JetBlue says it's handing out $21 million worth of bonuses to employees because of the corporate tax cut -- all 21,… https://t.co/4aK4cIXv8e
7	7	0.0	0.0	1.0	0.0	@CNN	Delta Air Lines flew its last Boeing 747 to an aircraft boneyard in Arizona this week, ending operations for 747s b… https://t.co/NlIRtUPKSn
8	8	0.0	0.104	0.792	0.104	@CNN	"""Lyin’ Ted""
""Low Energy Jeb""
""Little Marco""

Where does ""Sloppy Steve"" rank among President Trump's other nicknames… https://t.co/bBf534HMy3"
9	9	0.3182	0.0	0.859	0.141	@CNN	Federal authorities are actively investigating allegations of corruption related to the Clinton Foundation, accordi… https://t.co/mr2aqLiMxQ
10	10	-0.1531	0.118	0.882	0.0	@CNN	Apple says all Macs and iOS devices affected by chip flaws https://t.co/F4GBhaMhUC https://t.co/drCnPAp3GL
11	11	-0.7783	0.312	0.688	0.0	@CNN	Book fury hits Trump where it hurts most -- his image | Analysis by Stephen Collinson https://t.co/0Jc6vl5MkY https://t.co/hdaWF35WL8
12	12	0.4939	0.0	0.802	0.198	@CNN	Construction has begun on a $2.3 billion project to extend the natural contour of Monaco’s coastline a further 15 a… https://t.co/P3sKM6Gwct
13	13	-0.1531	0.11	0.89	0.0	@CNN	10 times Donald Trump has raised the possibility of lawsuits on Twitter https://t.co/ybP9APYsFE https://t.co/BM0pZNIN55
14	14	-0.5859	0.226	0.774	0.0	@CNN	The White House has dissolved President Trump's much-touted commission on election fraud https://t.co/bDNwiNTyFp https://t.co/vWhial8tGr
15	15	0.0	0.0	1.0	0.0	@CNN	Two conservative lawmakers have called for Attorney General Jeff Sessions to step down https://t.co/aYXGNokgl1
16	16	-0.4404	0.148	0.786	0.066	@CNN	An attorney for President Donald Trump is threatening legal action against Steve Bannon over comments he made in a… https://t.co/nyi6Ql6lIO
17	17	-0.5859	0.231	0.769	0.0	@CNN	"Winter storm disruption:
- Over 40,000 people in Virginia and North Carolina have lost power
- Schools closed Thurs… https://t.co/59OS2KFBHx"
18	18	-0.4939	0.144	0.856	0.0	@CNN	The political bomb cyclone otherwise known as the Trump presidency has brought 2018 in with a roar | Analysis by St… https://t.co/qjTolnfR27
19	19	0.0	0.0	1.0	0.0	@CNN	Steve Bannon may just be right, writes Errol Louis for @CNNOpinion https://t.co/8GtKEacQGT https://t.co/aaAd6cGStL
20	20	0.4019	0.0	0.881	0.119	@CNN	Republican Sen. Orrin Hatch says he'd support Mitt Romney if the 2012 GOP presidential nominee enters the race to r… https://t.co/RyKkjq56Nx
21	21	0.4767	0.124	0.599	0.277	@CNN	There are 40 million people living in poverty in the US today. @iamwesmoore is focused on creating opportunities fo… https://t.co/kafRaR8AAU
22	22	0.5773	0.0	0.655	0.345	@CNN	Why Twitter won't block Trump despite his nuclear threats https://t.co/5T6eDfEE3o https://t.co/BzcvkCFsNs
23	23	0.0	0.0	1.0	0.0	@CNN	It’s snowing in Florida, so these kids decided to make snow angels on their backyard trampoline… https://t.co/JNF4LAzd0Q
24	24	0.0	0.0	1.0	0.0	@CNN	Donald Trump's nuclear button is bigger than yours | Analysis by @CillizzaCNN https://t.co/Pp29j0JHS3 https://t.co/vRTD4zDAnw
25	25	0.3612	0.0	0.762	0.238	@CNN	This is what subzero temperature looks like https://t.co/OqgF5N5LqG https://t.co/IjrPyrEz4C
26	26	-0.4767	0.162	0.838	0.0	@CNN	A far-right member of Germany's parliament had her Twitter account suspended shortly after posting an anti-Muslim m… https://t.co/DTR349XDws
27	27	0.5106	0.0	0.837	0.163	@CNN	"Former White House counsel John Dean says former President Richard Nixon might've survived Watergate ""if there'd be… https://t.co/nWlqOdeM7z"
28	28	-0.0534	0.113	0.781	0.105	@CNN	1,500 more security barriers are going up in busy parts of New York City to guard against vehicle attacks and other… https://t.co/MnGAPbIXIS
29	29	0.34	0.0	0.862	0.138	@CNN	Only a small slice of corporate America has shared tax savings with workers so far https://t.co/0ufOhPeHyw https://t.co/k7BjNS2wqW
30	30	-0.1027	0.069	0.931	0.0	@CNN	US companies are preparing to pay hundreds of billions of dollars in tax on cash they have stashed overseas… https://t.co/n00JJv4VqF
31	31	-0.1531	0.127	0.873	0.0	@CNN	Gretchen Carlson named as new chair of Miss America Organization https://t.co/OTGar64xAa https://t.co/4q3SzM2cgN
32	32	0.0	0.0	1.0	0.0	@CNN	JUST IN: Hoda Kotb named permanent co-host of NBC's 'Today' https://t.co/JgsG5XHJ5O https://t.co/2o6SMF4QaB
33	33	-0.8689	0.436	0.48	0.084	@CNN	Meet Swoosh, a cancer therapy dog, and watch him surprise two young boys battling cancer https://t.co/gtgotCFiyN https://t.co/BYnD2KLMp4
34	34	-0.4019	0.162	0.838	0.0	@CNN	The World Health Organization is planning to recognize gaming disorder as a mental health condition… https://t.co/0RrLT04XIn
35	35	-0.6705	0.184	0.816	0.0	@CNN	"? Trump's first tweet of the new year took a swipe at Pakistan
? The gunman who on killed a deputy in a Denver subu… https://t.co/YNzjjrjcLp"
36	36	0.4215	0.0	0.859	0.141	@CNN	A group of more than 1,000 women in entertainment, including Reese Witherspoon, Shonda Rhimes and Meryl Streep, hav… https://t.co/LqSov7w2xh
37	37	0.0	0.0	1.0	0.0	@CNN	"2018 is ""going to be something very, very special,"" President Trump says to New Year's Eve guests at his Florida re… https://t.co/w6j7nnkRsb"
38	38	-0.0258	0.178	0.654	0.168	@CNN	Here's why the Iran protests are significant https://t.co/JvHApPWvRJ https://t.co/5bS1Ix4SWD
39	39	0.1779	0.17	0.612	0.218	@CNN	This overweight shelter dog helped save a 340-pound man's life https://t.co/EIDHmUjTW6 https://t.co/yLXnhtphgB
40	40	0.0	0.0	1.0	0.0	@CNN	These are the most anticipated movies and TV of 2018 https://t.co/p0IYN8kcFc
41	41	0.0	0.0	1.0	0.0	@CNN	"Here are the full lyrics to ""Auld Lang Syne"" so you don't mumble your way through it https://t.co/svLtYrfsRP https://t.co/aQzN1XfG0K"
42	42	0.0	0.0	1.0	0.0	@CNN	Photos from New Year's 2018 celebrations around the world #CNNNYE https://t.co/MM1KgW8nts https://t.co/l4b39w4j4E
43	43	0.3818	0.0	0.843	0.157	@CNN	For nearly 50 years, two Vietnam vets kept alive a New Year's Eve pact. https://t.co/WWQeJHgz7t https://t.co/MwFc13Yi91
44	44	0.0	0.0	1.0	0.0	@CNN	2018's first supermoon will be on New Year's Day https://t.co/n1GsCvVPnP https://t.co/NCDG3MaLPB
45	45	0.0	0.0	1.0	0.0	@CNN	Amy Poehler is returning to the Golden Globes stage, this time as a presenter https://t.co/xpFQypBlCo https://t.co/Yuzb9kwD4m
46	46	0.0	0.0	1.0	0.0	@CNN	"Former President Obama: ""Go keep changing the world in 2018"" https://t.co/oQ86B7UH0F https://t.co/cUHkMeyfZb"
47	47	-0.7964	0.415	0.585	0.0	@CNN	"Two arrested in ""horrific"" quadruple murders in upstate New York https://t.co/GTt9u2uktE https://t.co/JHDIvewZHu"
48	48	0.4404	0.0	0.854	0.146	@CNN	Lake-effect snow has been in the news lately, thanks to massive snowfall that blanketed Erie, Pennsylvania. Here's… https://t.co/qInuUDGT0E
49	49	0.5563	0.0	0.841	0.159	@CNN	Former President Barack Obama and former Secretary of State Hillary Clinton remain the most admired man and woman i… https://t.co/Pkxj4f50I7
50	50	0.0	0.0	1.0	0.0	@CNN	President Trump's first formal medical exam since taking office will be on Jan 12 https://t.co/Rbupofv4Xi https://t.co/lb1HYlAzCP
51	51	0.1779	0.0	0.892	0.108	@CNN	President Trump, Amazon and the US Postal Service: The story behind the tweet https://t.co/Dm2UeJB8B2 https://t.co/RicGCrmWjP
52	52	0.0	0.0	1.0	0.0	@CNN	Goldman Sachs says it's about to take a big hit from the massive overhaul of the US tax code https://t.co/r8lGIKYgKn
53	53	-0.3182	0.223	0.777	0.0	@CNN	China's bike-sharing frenzy has turned into a bubble https://t.co/3Lyum3liN1 https://t.co/gXLB53yqez
54	54	0.0	0.0	1.0	0.0	@CNN	Amy Poehler is returning to the Golden Globes stage, this time as a presenter https://t.co/mRN9t9JiR5 https://t.co/2O6evBcJWi
55	55	0.0	0.0	1.0	0.0	@CNN	Netflix CEO Reed Hastings will receive nearly $30 million in stock options next year https://t.co/mrBgd4YP9W
56	56	-0.6369	0.323	0.677	0.0	@CNN	A former Miss America has started a petition to pressure more of the organization's leaders to resign https://t.co/hEuOgxPkvG
57	57	0.0	0.0	1.0	0.0	@CNN	Four star chefs. One unforgettable meal. And you’re invited. | via @CNNTravel https://t.co/2wVShhPFwW https://t.co/Y2VxfcVhnK
58	58	0.4215	0.0	0.851	0.149	@CNN	More than a dozen animals rescued from a zoo outside Aleppo, Syria, have found a new home in Jordan… https://t.co/0JwcF8deVp
59	59	-0.946	0.522	0.478	0.0	@CNN	At least 40 people were killed Thursday in a suicide bomb attack in Afghanistan's capital Kabul, authorities say… https://t.co/jFlILqqJ7h
60	60	-0.2732	0.104	0.896	0.0	@CNN	As the President golfed in West Palm Beach, Florida, a large white truck blocked nearby journalists -- positioned o… https://t.co/eMYlG1OWjJ
61	61	-0.5994	0.281	0.719	0.0	@CNN	Indian billionaire quits mobile business after brother's price war https://t.co/MoefHKfC7K https://t.co/vtI6FACMxK
62	62	0.1531	0.0	0.926	0.074	@CNN	"""The impending nuptials of Prince Harry and Meghan Markle may have just hit their first snag: Whether to invite Don… https://t.co/NQ8HUsmfA6"
63	63	-0.4215	0.135	0.865	0.0	@CNN	A six-month-old baby who was on a list of critically ill people to be evacuated from Syria's besieged Eastern Ghout… https://t.co/SBlyiBuFWq
64	64	0.4767	0.0	0.819	0.181	@CNN	These men were friends for 60 years before discovering they're also biological brothers https://t.co/KVxZW4MSpo https://t.co/dnU9IG6kzk
65	65	0.4019	0.0	0.816	0.184	@CNN	This street in Okayama, Japan is devoted to denim https://t.co/CTywUDYk9M via @CNNStyle https://t.co/OJWl07nUY2
66	66	0.0	0.0	1.0	0.0	@CNN	The NFL has canceled Sunday Night Football this week https://t.co/LEOQF4VSOI
67	67	0.7269	0.0	0.736	0.264	@CNN	RT @OutFrontCNN: Billy Graham’s granddaughter: President Trump has not shown me that he is a strong man of faith https://t.co/oBFMuG6hHY
68	68	0.0	0.0	1.0	0.0	@CNN	Virginia Democrat asks court to reconsider decision that made delegate race a tie https://t.co/W1aO1ZAID5 https://t.co/vdO4n7IqO9
69	69	-0.5574	0.265	0.735	0.0	@CNN	Tunisia suspends Emirates flights following female passenger travel ban https://t.co/8YPZdQii6Y https://t.co/9BgQW1SS28
70	70	-0.8402	0.286	0.714	0.0	@CNN	"""The Sound of Music,"" actress Heather Menzies Urich has died of brain cancer, said her son. She was 68 years old… https://t.co/Sj2AbBYwVm"
71	71	-0.3182	0.113	0.887	0.0	@CNN	"They've been dubbed ""ghost ships."" This year marked a record for this mysterious phenomenon as nearly 100 North Kor… https://t.co/q60bnhNXxJ"
72	72	0.4019	0.0	0.816	0.184	@CNN	A Chinese firm clones gene-edited dog in a bid to treat a cardiovascular disease https://t.co/GfWCY5BN2V https://t.co/lYBRTg2ojp
73	73	0.0	0.0	1.0	0.0	@CNN	2017: the year we all moved a little further apart | via @CNNopinion https://t.co/7UNuy1Po45 https://t.co/ypwiZNcqIU
74	74	0.6908	0.104	0.52	0.376	@CNN	The strange and fascinating stories behind your favorite Christmas songs https://t.co/nVY66jdlUp https://t.co/fEAHMFs4C0
75	75	0.0	0.0	1.0	0.0	@CNN	A video capturing an unidentified object flying off the coast of San Diego in 2004 has been released by the US Depa… https://t.co/wH0kHI8gfP
76	76	0.25	0.0	0.833	0.167	@CNN	A pilot surprised his parents aboard a flight after being apart from them for 17 Christmases in a row… https://t.co/nWsdaYq50A
77	77	0.0	0.0	1.0	0.0	@CNN	These four chefs met in the ‘80s … and changed everything | via @CNNTravel https://t.co/cridqu5mEA https://t.co/cSnyXdIJAs
78	78	-0.3252	0.189	0.811	0.0	@CNN	US-Russia relations are getting chilly despite President Trump's hopes https://t.co/umfI3vXv75 https://t.co/M7w5X9Gd30
79	79	0.0	0.0	1.0	0.0	@CNN	Take a look back at the photos that shaped 2017 https://t.co/1Zs8dZtn3O https://t.co/RqqIPwcd6p
80	80	0.34	0.0	0.897	0.103	@CNN	She asked Santa only for food, a blanket and a ball for her brothers to play with. Then her elementary school in ru… https://t.co/pDbvclBQTl
81	81	0.0	0.0	1.0	0.0	@CNN	A video capturing an unidentified object flying off the coast of San Diego in 2004 has been released by the US Depa… https://t.co/U5HQucNjg9
82	82	-0.6124	0.235	0.765	0.0	@CNN	"""They use black men as slaves."" Migrants tell of brutality in Libya https://t.co/lhAC5p7AbZ https://t.co/pIfjkyM26a"
83	83	0.128	0.094	0.785	0.12	@CNN	Princess Michael of Kent apologized for wearing a controversial brooch to a Buckingham Palace lunch attended by Pri… https://t.co/Oy9qqISERL
84	84	0.6249	0.0	0.733	0.267	@CNN	"Why the rituals that ""our family does"" make it stronger while promoting early development. https://t.co/JHQIu1RqG5 https://t.co/aOTq1LLo2g"
85	85	-0.3818	0.18	0.722	0.098	@CNN	"Alabama Sen.-elect Doug Jones clarifies comments on sexual harassment allegations facing President Trump: ""I think… https://t.co/j8jB3AG5Uc"
86	86	0.34	0.0	0.862	0.138	@CNN	"Democratic congressman Ruben Gallego slams Putin calling Trump's new security strategy ""aggressive"": ""Putin and Rus… https://t.co/MCbssNglK7"
87	87	0.0	0.0	1.0	0.0	@CNN	Fox News' chief Washington correspondent, James Rosen, is leaving the network https://t.co/om6YW4XE6J https://t.co/0YKrlMaiD6
88	88	-0.7506	0.303	0.697	0.0	@CNN	Mattel is struggling. Hasbro has fallen from its highs. Even the mighty Lego posted a recent drop in sales. Here's… https://t.co/LyeivVYR4P
89	89	-0.3818	0.18	0.722	0.098	@CNN	"Alabama Sen.-elect Doug Jones clarifies comments on sexual harassment allegations facing President Trump: ""I think… https://t.co/dIYpCyFLHs"
90	90	0.0	0.0	1.0	0.0	@CNN	UK passports will change from burgundy to blue after Brexit https://t.co/XJwtDarhG5 https://t.co/DpFa0O91YD
91	91	0.0	0.0	1.0	0.0	@CNN	The biggest tour company taking Westerners into North Korea has seen business down at least 50% since June, one of… https://t.co/CrHss4KOxT
92	92	0.0	0.0	1.0	0.0	@CNN	The bodies of six men were found hanging from bridges in the Mexican state of Baja California Sur, the state's atto… https://t.co/HbU40p9vxO
93	93	0.4767	0.0	0.846	0.154	@CNN	Intelligence committee member Democrat Rep. Jim Himes: Not all the facts that impacted James Comey's decisions, in… https://t.co/mk8sEMA3fQ
94	94	-0.5106	0.268	0.732	0.0	@CNN	Chipotle reports sick employees at an LA restaurant https://t.co/jmLaeM279g https://t.co/bwY6jpAD4M
95	95	-0.7003	0.367	0.633	0.0	@CNN	The GOP tax bill could make the trade deficit worse https://t.co/CihTK631YL https://t.co/H2HB7rEzVU
96	96	0.0	0.0	1.0	0.0	@CNN	Atlanta mayoral candidate Mary Norwood conceded the race two weeks after the election runoff, saying she will not c… https://t.co/nsxX2p17kw
97	97	-0.7783	0.298	0.702	0.0	@CNN	Three former deputies in central Georgia have been indicted on murder charges in connection with the Taser-related… https://t.co/omZ37ecpT0
98	98	-0.4767	0.162	0.838	0.0	@CNN	Melbourne car attack witnesses say the vehicle crashed into a bollard after hitting pedestrians on Flinders Street,… https://t.co/eqWcM4km5z
99	99	0.1477	0.142	0.673	0.185	@CNN	Two more accusers join defamation lawsuit against Bill O'Reilly https://t.co/kurPXhQco5 https://t.co/7ouU3ScrsC
0	0	0.0	0.0	1.0	0.0	@FOX	I’ve spent a little bit of time with my photo backlog today and decided to publish a few selected shots to… https://t.co/Erhjfvffzs
1	1	0.4574	0.0	0.87	0.13	@FOX	If you know or run a company in Australia (or anywhere!) that could help us send 62 people from underrepresented gr… https://t.co/PP59RvFvfR
2	2	0.7845	0.0	0.717	0.283	@FOX	RT @aedison: “Sure, diversity is important, but what about diversity of ideas? Like the idea that chancers like me should have a voice even…
3	3	0.4939	0.142	0.617	0.241	@FOX	"RT @justkelly_ok: ""I will be a hero for men's freedom once she gets raped and killed."" 
- Alex Gulakov

Police need to take this seriously.…"
4	4	0.8555	0.0	0.591	0.409	@FOX	@adambrenecki That’s a good suggestion. I’ve found a few, just don’t want to offer sweets only for breakfast :) See… https://t.co/IOqVnvqgpj
5	5	-0.6124	0.417	0.583	0.0	@FOX	"Motto for 2018: zero fucks, million blocks to give. 

?"
6	6	0.7964	0.0	0.701	0.299	@FOX	Look, some people party during the holiday season, I clean my pantry and go deep into the rabbit hole of kitchenware purchases. ????
7	7	0.296	0.089	0.732	0.179	@FOX	"RT @alicegoldfuss: Two statements that are both true:

- Tech industry titles are non-standardized and offer no solid proof of experience o…"
8	8	0.4199	0.0	0.843	0.157	@FOX	@mbrianaepler Hah, thank you! It’s a lot of reading, educating myself plus copying what others are doing.
9	9	-0.296	0.109	0.891	0.0	@FOX	"1) No work-related apps (Slack, etc.).
2) Notifications only for messages and mindfulness reminders.
3) Do Not Dist… https://t.co/DELCwJC9Zw"
10	10	-0.6597	0.243	0.708	0.049	@FOX	@morajabi Moreover, we explicitly say we always contact both future speakers and rejected talk authors; no matter t… https://t.co/slAtXJWMRk
11	11	0.0	0.0	1.0	0.0	@FOX	RT @sabrina: When you try to earn thought leader points but it backfires bc the tech twitterati has (thankfully) trended towards being anti…
12	12	0.2263	0.128	0.685	0.187	@FOX	RT @kateconger: Hi friends, today is the international day to end violence against sex workers. If you work in tech, it’s a good day to spe…
13	13	0.1531	0.124	0.722	0.155	@FOX	@mbrianaepler Hi, I’m aware of Tech Inclusion’s mission :) unfortunately, the article only highlights gender diversity.
14	14	0.4926	0.0	0.758	0.242	@FOX	@jllord You’re the strongest woman, Jessica. ?? we have your back!
15	15	-0.3699	0.315	0.498	0.187	@FOX	@butwhoiskat def not wasting my time for assholes ?
16	16	0.4926	0.0	0.653	0.347	@FOX	@fhinkel General performance is good too! Bookmarked ?
17	17	0.7003	0.064	0.64	0.296	@FOX	@mikeal Yeah, I agree it’s tricky, although I find it interesting to see the earnings spread because I did get an i… https://t.co/9mjqzbo0dB
18	18	0.6705	0.0	0.756	0.244	@FOX	@karlbright naah, I love my cameras. Still use Canon + Fuji XT1 heavily, for “real” photography. I do want the X th… https://t.co/2IF1P3sq3q
19	19	0.0	0.0	1.0	0.0	@FOX	RT @stephpalmeri: The Cost of Devaluing Women - must read from @SallieKrawcheck in the New York Times https://t.co/CdBJ8rHQT9
20	20	0.5574	0.0	0.827	0.173	@FOX	"RT @vdignum: Please endorse the Bechdel test for academic&amp;tech conferences:
1) two women speaking
2) in the same panel or session
3) not ab…"
21	21	0.0	0.0	1.0	0.0	@FOX	One of the reasons why I’m not participating in Australian startup ecosystem is the culture of perpetuating structu… https://t.co/tG9kCca3I5
22	22	0.4215	0.0	0.882	0.118	@FOX	"RT @projectinclude: 'Complicit' is word of the year.  Decide who you will be.  ""Those who speak out against powerful figures in institution…"
23	23	0.0	0.0	1.0	0.0	@FOX	"RT @pocintech: 200 Women of Color On Twitter To Follow. 

by @NikkyMill 

https://t.co/QvyFVgATdE https://t.co/oDFGmPdmWU"
24	24	0.0	0.0	1.0	0.0	@FOX	@web_goddess @themaninblue @crankymate I’m on the look for local tech orgs willing to sponsor @jsconfau/@cssconfau,… https://t.co/C1dIRZkNOA
25	25	0.6893	0.0	0.696	0.304	@FOX	Make sure to attend @MumtazaNetwork’s Networking 101 empowering women this Thursday! Incredibly inspiring panellist… https://t.co/H2tazouZlD
26	26	-0.6705	0.423	0.491	0.086	@FOX	F*ck Morrissey and his defence of abusers. Not sorry for swearing. https://t.co/ViBNSgqKUr
27	27	0.7345	0.0	0.492	0.508	@FOX	@madalynrose Thank you for your kind feedback, Madalyn! ?
